id,sample_accession,accession,study_accession,lineage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100987,SAMN03648234,SAMN03648234,PRJNA282721,lineage3.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100988,SAMN03648235,SAMN03648235,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100989,SAMN03648236,SAMN03648236,PRJNA282721,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100990,SAMN03648237,SAMN03648237,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100991,SAMN03648238,SAMN03648238,PRJNA282721,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100992,SAMN03648239,SAMN03648239,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100993,SAMN03648240,SAMN03648240,PRJNA282721,lineage1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100994,SAMN03648241,SAMN03648241,PRJNA282721,lineage1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100995,SAMN03648242,SAMN03648242,PRJNA282721,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100996,SAMN03648243,SAMN03648243,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100997,SAMN03648244,SAMN03648244,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100998,SAMN03648245,SAMN03648245,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2100999,SAMN03648246,SAMN03648246,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101000,SAMN03648247,SAMN03648247,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101001,SAMN03648248,SAMN03648248,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101002,SAMN03648249,SAMN03648249,PRJNA282721,lineage1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101003,SAMN03648250,SAMN03648250,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101004,SAMN03648251,SAMN03648251,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101005,SAMN03648252,SAMN03648252,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101006,SAMN03648253,SAMN03648253,PRJNA282721,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101007,SAMN03648254,SAMN03648254,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101008,SAMN03648255,SAMN03648255,PRJNA282721,lineage2.2.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101009,SAMN03648256,SAMN03648256,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101010,SAMN03648257,SAMN03648257,PRJNA282721,lineage4.3.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101011,SAMN03648258,SAMN03648258,PRJNA282721,lineage4.3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101012,SAMN03648259,SAMN03648259,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101013,SAMN03648260,SAMN03648260,PRJNA282721,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101014,SAMN03648261,SAMN03648261,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101015,SAMN03648262,SAMN03648262,PRJNA282721,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101016,SAMN03648263,SAMN03648263,PRJNA282721,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101017,SAMN03648264,SAMN03648264,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101018,SAMN03648265,SAMN03648265,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101019,SAMN03648266,SAMN03648266,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101020,SAMN03648267,SAMN03648267,PRJNA282721,lineage1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101021,SAMN03648268,SAMN03648268,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101022,SAMN03648269,SAMN03648269,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101023,SAMN03648270,SAMN03648270,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101024,SAMN03648271,SAMN03648271,PRJNA282721,lineage4.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101025,SAMN03648272,SAMN03648272,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101026,SAMN03648273,SAMN03648273,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101027,SAMN03648274,SAMN03648274,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101028,SAMN03648275,SAMN03648275,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101029,SAMN03648276,SAMN03648276,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101030,SAMN03648277,SAMN03648277,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101031,SAMN03648278,SAMN03648278,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101032,SAMN03648279,SAMN03648279,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101033,SAMN03648280,SAMN03648280,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101034,SAMN03648281,SAMN03648281,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101035,SAMN03648282,SAMN03648282,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101036,SAMN03648283,SAMN03648283,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101037,SAMN03648284,SAMN03648284,PRJNA282721,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101038,SAMN03648285,SAMN03648285,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101039,SAMN03648286,SAMN03648286,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101040,SAMN03648287,SAMN03648287,PRJNA282721,lineage5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101041,SAMN03648288,SAMN03648288,PRJNA282721,lineage4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101042,SAMN03648289,SAMN03648289,PRJNA282721,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101043,SAMN03648290,SAMN03648290,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101044,SAMN03648291,SAMN03648291,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101045,SAMN03648292,SAMN03648292,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101046,SAMN03648293,SAMN03648293,PRJNA282721,lineage4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101047,SAMN03648294,SAMN03648294,PRJNA282721,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101048,SAMN03648295,SAMN03648295,PRJNA282721,lineage4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101049,SAMN03648296,SAMN03648296,PRJNA282721,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101050,SAMN03648297,SAMN03648297,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101051,SAMN03648298,SAMN03648298,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101052,SAMN03648299,SAMN03648299,PRJNA282721,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101053,SAMN03648300,SAMN03648300,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101054,SAMN03648301,SAMN03648301,PRJNA282721,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101055,SAMN03648302,SAMN03648302,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101056,SAMN03648303,SAMN03648303,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101057,SAMN03648304,SAMN03648304,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101058,SAMN03648305,SAMN03648305,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101059,SAMN03648306,SAMN03648306,PRJNA282721,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101060,SAMN03648307,SAMN03648307,PRJNA282721,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101061,SAMN03648308,SAMN03648308,PRJNA282721,lineage4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101062,SAMN03648309,SAMN03648309,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101063,SAMN03648310,SAMN03648310,PRJNA282721,lineage5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101064,SAMN03648311,SAMN03648311,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101065,SAMN03648312,SAMN03648312,PRJNA282721,lineage5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101066,SAMN03648313,SAMN03648313,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101067,SAMN03648314,SAMN03648314,PRJNA282721,lineage4.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101068,SAMN03648315,SAMN03648315,PRJNA282721,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101069,SAMN03648316,SAMN03648316,PRJNA282721,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101070,SAMN03648317,SAMN03648317,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101071,SAMN03648318,SAMN03648318,PRJNA282721,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101072,SAMN03648319,SAMN03648319,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101073,SAMN03648320,SAMN03648320,PRJNA282721,lineage1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101074,SAMN03648321,SAMN03648321,PRJNA282721,lineage4.3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101075,SAMN03648322,SAMN03648322,PRJNA282721,lineage4.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101076,SAMN03648323,SAMN03648323,PRJNA282721,lineage4.3.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101077,SAMN03648324,SAMN03648324,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101078,SAMN03648325,SAMN03648325,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101079,SAMN03648326,SAMN03648326,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101080,SAMN03648327,SAMN03648327,PRJNA282721,lineage4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101081,SAMN03648328,SAMN03648328,PRJNA282721,lineage4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101082,SAMN03648329,SAMN03648329,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101083,SAMN03648330,SAMN03648330,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101084,SAMN03648331,SAMN03648331,PRJNA282721,lineage1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101085,SAMN03648332,SAMN03648332,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101086,SAMN03648333,SAMN03648333,PRJNA282721,lineage4.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101088,SAMN03648335,SAMN03648335,PRJNA282721,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101089,SAMN03648336,SAMN03648336,PRJNA282721,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101091,SAMN03648338,SAMN03648338,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101092,SAMN03648339,SAMN03648339,PRJNA282721,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101093,SAMN03648340,SAMN03648340,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101094,SAMN03648341,SAMN03648341,PRJNA282721,lineage1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101096,SAMN03648343,SAMN03648343,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101097,SAMN03648344,SAMN03648344,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101098,SAMN03648345,SAMN03648345,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101099,SAMN03648346,SAMN03648346,PRJNA282721,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101100,SAMN03648347,SAMN03648347,PRJNA282721,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101101,SAMN03648348,SAMN03648348,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101102,SAMN03648349,SAMN03648349,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101104,SAMN03648351,SAMN03648351,PRJNA282721,lineage1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101105,SAMN03648352,SAMN03648352,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101106,SAMN03648353,SAMN03648353,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101107,SAMN03648354,SAMN03648354,PRJNA282721,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101108,SAMN03648355,SAMN03648355,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101109,SAMN03648356,SAMN03648356,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101110,SAMN03648357,SAMN03648357,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101111,SAMN03648358,SAMN03648358,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101112,SAMN03648359,SAMN03648359,PRJNA282721,lineage4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101113,SAMN03648360,SAMN03648360,PRJNA282721,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101114,SAMN03648361,SAMN03648361,PRJNA282721,lineage4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101115,SAMN03648362,SAMN03648362,PRJNA282721,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101116,SAMN03648363,SAMN03648363,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101117,SAMN03648364,SAMN03648364,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101118,SAMN03648365,SAMN03648365,PRJNA282721,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101119,SAMN03648366,SAMN03648366,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101120,SAMN03648367,SAMN03648367,PRJNA282721,lineage4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101121,SAMN03648368,SAMN03648368,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101122,SAMN03648369,SAMN03648369,PRJNA282721,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101123,SAMN03648370,SAMN03648370,PRJNA282721,lineage4.6.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101124,SAMN03648371,SAMN03648371,PRJNA282721,lineage1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101125,SAMN03648372,SAMN03648372,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101126,SAMN03648373,SAMN03648373,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101127,SAMN03648374,SAMN03648374,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101128,SAMN03648375,SAMN03648375,PRJNA282721,lineage4.3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101129,SAMN03648376,SAMN03648376,PRJNA282721,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101130,SAMN03648377,SAMN03648377,PRJNA282721,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101131,SAMN03648378,SAMN03648378,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101132,SAMN03648379,SAMN03648379,PRJNA282721,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101133,SAMN03648380,SAMN03648380,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101134,SAMN03648381,SAMN03648381,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101135,SAMN03648382,SAMN03648382,PRJNA282721,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101136,SAMN03648383,SAMN03648383,PRJNA282721,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101137,SAMN03648384,SAMN03648384,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101138,SAMN03648385,SAMN03648385,PRJNA282721,lineage4.3.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101139,SAMN03648386,SAMN03648386,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101140,SAMN03648387,SAMN03648387,PRJNA282721,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101141,SAMN03648388,SAMN03648388,PRJNA282721,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101142,SAMN03648389,SAMN03648389,PRJNA282721,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101143,SAMN03648390,SAMN03648390,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101144,SAMN03648391,SAMN03648391,PRJNA282721,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101146,SAMN03648393,SAMN03648393,PRJNA282721,lineage4.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101147,SAMN03648394,SAMN03648394,PRJNA282721,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101148,SAMN03648395,SAMN03648395,PRJNA282721,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101149,SAMN03648396,SAMN03648396,PRJNA282721,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101150,SAMN03648397,SAMN03648397,PRJNA282721,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101151,SAMN03648398,SAMN03648398,PRJNA282721,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101152,SAMN03648399,SAMN03648399,PRJNA282721,lineage4.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101153,SAMN03648400,SAMN03648400,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101154,SAMN03648401,SAMN03648401,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101155,SAMN03648402,SAMN03648402,PRJNA282721,lineage3.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101156,SAMN03648403,SAMN03648403,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101157,SAMN03648404,SAMN03648404,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101158,SAMN03648405,SAMN03648405,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101159,SAMN03648406,SAMN03648406,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR2101160,SAMN03648407,SAMN03648407,PRJNA282721,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
