id,sample_accession,accession,study_accession,lineage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR037554,SAMEA897868,SAMEA897868,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR037555,SAMEA897867,SAMEA897867,NA,lineage1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038254,SAMEA961668,SAMEA961668,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038255,SAMEA961669,SAMEA961669,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038256,SAMEA961675,SAMEA961675,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038257,SAMEA961674,SAMEA961674,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038258,SAMEA961677,SAMEA961677,PRJEB2221,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038259,SAMEA961676,SAMEA961676,PRJEB2221,lineage1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038260,SAMEA961671,SAMEA961671,PRJEB2221,lineage3.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038261,SAMEA961670,SAMEA961670,PRJEB2221,lineage3.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038262,SAMEA961673,SAMEA961673,PRJEB2221,lineage3.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038263,SAMEA961672,SAMEA961672,PRJEB2221,lineage3.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038264,SAMEA961679,SAMEA961679,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038265,SAMEA961678,SAMEA961678,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038266,SAMEA961575,SAMEA961575,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038269,SAMEA961574,SAMEA961574,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038270,SAMEA961571,SAMEA961571,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038271,SAMEA961572,SAMEA961572,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038272,SAMEA961569,SAMEA961569,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038273,SAMEA961570,SAMEA961570,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038274,SAMEA961577,SAMEA961577,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038275,SAMEA961578,SAMEA961578,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038276,SAMEA961594,SAMEA961594,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038277,SAMEA961593,SAMEA961593,PRJEB2221,lineage4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038278,SAMEA961592,SAMEA961592,PRJEB2221,lineage4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038279,SAMEA961591,SAMEA961591,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038280,SAMEA961598,SAMEA961598,PRJEB2221,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038281,SAMEA961597,SAMEA961597,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038282,SAMEA961596,SAMEA961596,PRJEB2221,lineage4.4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038283,SAMEA961595,SAMEA961595,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038284,SAMEA961590,SAMEA961590,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038285,SAMEA961589,SAMEA961589,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038286,SAMEA961617,SAMEA961617,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038287,SAMEA961618,SAMEA961618,PRJEB2221,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038288,SAMEA961619,SAMEA961619,PRJEB2221,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038290,SAMEA961613,SAMEA961613,PRJEB2221,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038291,SAMEA961614,SAMEA961614,PRJEB2221,lineage4.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038292,SAMEA961615,SAMEA961615,PRJEB2221,lineage4.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038293,SAMEA961616,SAMEA961616,PRJEB2221,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038294,SAMEA961611,SAMEA961611,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038295,SAMEA961612,SAMEA961612,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038296,SAMEA961623,SAMEA961623,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038298,SAMEA961625,SAMEA961625,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038299,SAMEA961624,SAMEA961624,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038300,SAMEA961627,SAMEA961627,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038736,SAMEA787739,SAMEA787739,NA,lineage4.3.4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038739,SAMEA787754,SAMEA787754,NA,lineage4.6.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038740,SAMEA787708,SAMEA787708,NA,lineage4.6.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038741,SAMEA787707,SAMEA787707,NA,lineage4.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038742,SAMEA787704,SAMEA787704,NA,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038743,SAMEA787703,SAMEA787703,NA,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038744,SAMEA787702,SAMEA787702,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038745,SAMEA787756,SAMEA787756,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038746,SAMEA787752,SAMEA787752,NA,lineage2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038747,SAMEA787724,SAMEA787724,NA,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038748,SAMEA787715,SAMEA787715,NA,lineage4.6.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038749,SAMEA787714,SAMEA787714,NA,lineage4.6.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038750,SAMEA787729,SAMEA787729,NA,lineage4.6.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038751,SAMEA787730,SAMEA787730,NA,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038752,SAMEA787727,SAMEA787727,NA,lineage3.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038753,SAMEA787728,SAMEA787728,NA,lineage3.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038754,SAMEA787725,SAMEA787725,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR038755,SAMEA787726,SAMEA787726,NA,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039323,SAMEA961644,SAMEA961644,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039324,SAMEA961647,SAMEA961647,PRJEB2221,lineage3.1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039325,SAMEA961648,SAMEA961648,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039326,SAMEA961645,SAMEA961645,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039327,SAMEA961646,SAMEA961646,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039328,SAMEA961642,SAMEA961642,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039329,SAMEA961643,SAMEA961643,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039330,SAMEA961659,SAMEA961659,PRJEB2221,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039331,SAMEA961658,SAMEA961658,PRJEB2221,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039332,SAMEA961657,SAMEA961657,PRJEB2221,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039333,SAMEA961656,SAMEA961656,PRJEB2221,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039334,SAMEA961655,SAMEA961655,PRJEB2221,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039335,SAMEA961654,SAMEA961654,PRJEB2221,lineage4.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039336,SAMEA961653,SAMEA961653,PRJEB2221,lineage4.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039337,SAMEA961652,SAMEA961652,PRJEB2221,lineage4.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039338,SAMEA961651,SAMEA961651,PRJEB2221,lineage4.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039339,SAMEA961650,SAMEA961650,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039340,SAMEA961660,SAMEA961660,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039341,SAMEA961661,SAMEA961661,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039342,SAMEA961662,SAMEA961662,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039343,SAMEA961663,SAMEA961663,PRJEB2221,lineage4.4.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039344,SAMEA961664,SAMEA961664,PRJEB2221,lineage4.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039345,SAMEA961665,SAMEA961665,PRJEB2221,lineage4.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR039346,SAMEA961666,SAMEA961666,PRJEB2221,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040086,SAMEA961626,SAMEA961626,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040087,SAMEA961629,SAMEA961629,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040088,SAMEA961628,SAMEA961628,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040089,SAMEA961631,SAMEA961631,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040090,SAMEA961630,SAMEA961630,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040091,SAMEA961634,SAMEA961634,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040093,SAMEA961632,SAMEA961632,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040094,SAMEA961633,SAMEA961633,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040095,SAMEA961638,SAMEA961638,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040096,SAMEA961639,SAMEA961639,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040097,SAMEA961636,SAMEA961636,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040098,SAMEA961637,SAMEA961637,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040099,SAMEA961649,SAMEA961649,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040100,SAMEA961621,SAMEA961621,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040101,SAMEA961599,SAMEA961599,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040102,SAMEA961600,SAMEA961600,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040103,SAMEA961601,SAMEA961601,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040104,SAMEA961602,SAMEA961602,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040105,SAMEA961603,SAMEA961603,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040106,SAMEA961604,SAMEA961604,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040107,SAMEA961605,SAMEA961605,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040108,SAMEA961606,SAMEA961606,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040109,SAMEA961607,SAMEA961607,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040112,SAMEA787711,SAMEA787711,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040114,SAMEA787709,SAMEA787709,NA,lineage3.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040115,SAMEA787706,SAMEA787706,NA,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040118,SAMEA787744,SAMEA787744,NA,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040119,SAMEA787750,SAMEA787750,NA,lineage3.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040120,SAMEA787742,SAMEA787742,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040121,SAMEA787747,SAMEA787747,NA,lineage1.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040122,SAMEA787748,SAMEA787748,NA,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040123,SAMEA787745,SAMEA787745,NA,lineage3.1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040124,SAMEA787746,SAMEA787746,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040125,SAMEA787735,SAMEA787735,NA,lineage4.6.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040126,SAMEA787736,SAMEA787736,NA,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040127,SAMEA787717,SAMEA787717,NA,lineage4.6.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040128,SAMEA787716,SAMEA787716,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040129,SAMEA787719,SAMEA787719,NA,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040130,SAMEA787718,SAMEA787718,NA,lineage4.4.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040131,SAMEA787721,SAMEA787721,NA,lineage4.6.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040132,SAMEA787720,SAMEA787720,NA,lineage4.3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040133,SAMEA787723,SAMEA787723,NA,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040134,SAMEA787722,SAMEA787722,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040135,SAMEA787713,SAMEA787713,NA,lineage4.6.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040136,SAMEA787712,SAMEA787712,NA,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040137,SAMEA787733,SAMEA787733,NA,lineage4.1.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040138,SAMEA787734,SAMEA787734,NA,lineage4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040140,SAMEA787731,SAMEA787731,NA,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040141,SAMEA787737,SAMEA787737,NA,lineage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR040142,SAMEA787738,SAMEA787738,NA,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046729,SAMEA1019200,SAMEA1019200,PRJEB2221,lineage3.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046730,SAMEA1019222,SAMEA1019222,PRJEB2221,lineage3.1.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046732,SAMEA1019233,SAMEA1019233,PRJEB2221,lineage4.3.4.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046733,SAMEA1019256,SAMEA1019256,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046734,SAMEA1019123,SAMEA1019123,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046735,SAMEA1019273,SAMEA1019273,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046736,SAMEA1019285,SAMEA1019285,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046737,SAMEA1019305,SAMEA1019305,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046738,SAMEA1019321,SAMEA1019321,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046739,SAMEA1019324,SAMEA1019324,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046741,SAMEA1019215,SAMEA1019215,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046743,SAMEA1019251,SAMEA1019251,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046744,SAMEA1019174,SAMEA1019174,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046745,SAMEA1019139,SAMEA1019139,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046746,SAMEA1019157,SAMEA1019157,PRJEB2221,lineage4.1.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046747,SAMEA1019118,SAMEA1019118,PRJEB2221,Zoonotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046748,SAMEA1019136,SAMEA1019136,PRJEB2221,Zoonotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046749,SAMEA1019094,SAMEA1019094,PRJEB2221,Zoonotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046751,SAMEA1019101,SAMEA1019101,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046752,SAMEA1019309,SAMEA1019309,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046753,SAMEA1019322,SAMEA1019322,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046754,SAMEA1019031,SAMEA1019031,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046755,SAMEA1019011,SAMEA1019011,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046756,SAMEA1018995,SAMEA1018995,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046758,SAMEA1018967,SAMEA1018967,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046759,SAMEA1019212,SAMEA1019212,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046760,SAMEA1019189,SAMEA1019189,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046761,SAMEA1019194,SAMEA1019194,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046762,SAMEA1019267,SAMEA1019267,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046763,SAMEA1019248,SAMEA1019248,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046764,SAMEA1019049,SAMEA1019049,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046765,SAMEA1019064,SAMEA1019064,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046766,SAMEA1019075,SAMEA1019075,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR046767,SAMEA1018843,SAMEA1018843,PRJEB2221,lineage4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
